Status,Sheet #,Object Name,Odoo Module,Master/Transaction,Mandatory,SAP Service,SAP Entity,SAP API URL,SAP Records,SAP Fields,Raw File,Odoo Model,Odoo CSV File,Odoo Records,Odoo Columns,Sample Record (from SAP),Notes / Why Not Done
COMPLETED,57,Products,Sales,Master,Yes,vmumaterial,AvailabilityConfirmationCollection,https://my345654.sapbydesign.com/sap/byd/odata/cust/v1/vmumaterial/AvailabilityConfirmationCollection,3056,10,vmumaterial__AvailabilityConfirmationCollection.json,product.template,product_template.csv,3058,14,SupplyPlanningAreaID=71000; SupplyPlanningAreaDescription=Danlaw Technologies lndia Li...; LifeCycleStatusCode=2; LifeCycleStatusCodeText=Active,"REAL DATA, FULL FIELD COVERAGE: all 15 real (non-empty) per-material entities in vmumaterial/vmumaterialvaluationdata checked (78 entity sets total exist; 172 distinct SAP fields across the 15 real ones) - MaterialCollection (base), TextCollection (detailed description, 2172/3058), PurchasingCollection/SalesCollection (UOM + purchase_ok/sale_ok), ProductCategoryCollection (category, 3058/3058 resolved), PlanningCollection (ProcurementTypeCode -> route_ids/id, real 107/93 Buy/Manufacture split), IdentificationCollection/LogisticsCollection/ValuationCollection/AvailabilityConfirmationCollection/PlanningForecastGroupCollection/QuantityConversionCollection/DeviantTaxClassificationCollection (extracted, no corresponding core Odoo product.template field - see SAP_Field_Mapping.xlsx sheet 57 for exactly which), vmumaterialvaluationdata (cost price, 994/3058). No barcode/weight/dimension data exists on this tenant (GlobalTradeItemNumberCollection and QuantityCharacteristicCollection both confirmed 0 rows live) - not fabricated, left blank."
COMPLETED,57,Products,Sales,Master,Yes,vmumaterial,PlanningForecastGroupCollection,https://my345654.sapbydesign.com/sap/byd/odata/cust/v1/vmumaterial/PlanningForecastGroupCollection,3058,4,vmumaterial__PlanningForecastGroupCollection.json,product.template,product_template.csv,3058,14,ProductCategoryInternalID=Z302; ProductCategoryDescription=Electrical spares,"REAL DATA, FULL FIELD COVERAGE: all 15 real (non-empty) per-material entities in vmumaterial/vmumaterialvaluationdata checked (78 entity sets total exist; 172 distinct SAP fields across the 15 real ones) - MaterialCollection (base), TextCollection (detailed description, 2172/3058), PurchasingCollection/SalesCollection (UOM + purchase_ok/sale_ok), ProductCategoryCollection (category, 3058/3058 resolved), PlanningCollection (ProcurementTypeCode -> route_ids/id, real 107/93 Buy/Manufacture split), IdentificationCollection/LogisticsCollection/ValuationCollection/AvailabilityConfirmationCollection/PlanningForecastGroupCollection/QuantityConversionCollection/DeviantTaxClassificationCollection (extracted, no corresponding core Odoo product.template field - see SAP_Field_Mapping.xlsx sheet 57 for exactly which), vmumaterialvaluationdata (cost price, 994/3058). No barcode/weight/dimension data exists on this tenant (GlobalTradeItemNumberCollection and QuantityCharacteristicCollection both confirmed 0 rows live) - not fabricated, left blank."
COMPLETED,57,Products,Sales,Master,Yes,vmumaterial,QuantityConversionCollection,https://my345654.sapbydesign.com/sap/byd/odata/cust/v1/vmumaterial/QuantityConversionCollection,5,9,vmumaterial__QuantityConversionCollection.json,product.template,product_template.csv,3058,14,CorrespondingQuantity=1.00000000000000; CorrespondingQuantityUnitCode=KGM; CorrespondingQuantityUnitCodeText=Kilogram; Quantity=1.00000000000000,"REAL DATA, FULL FIELD COVERAGE: all 15 real (non-empty) per-material entities in vmumaterial/vmumaterialvaluationdata checked (78 entity sets total exist; 172 distinct SAP fields across the 15 real ones) - MaterialCollection (base), TextCollection (detailed description, 2172/3058), PurchasingCollection/SalesCollection (UOM + purchase_ok/sale_ok), ProductCategoryCollection (category, 3058/3058 resolved), PlanningCollection (ProcurementTypeCode -> route_ids/id, real 107/93 Buy/Manufacture split), IdentificationCollection/LogisticsCollection/ValuationCollection/AvailabilityConfirmationCollection/PlanningForecastGroupCollection/QuantityConversionCollection/DeviantTaxClassificationCollection (extracted, no corresponding core Odoo product.template field - see SAP_Field_Mapping.xlsx sheet 57 for exactly which), vmumaterialvaluationdata (cost price, 994/3058). No barcode/weight/dimension data exists on this tenant (GlobalTradeItemNumberCollection and QuantityCharacteristicCollection both confirmed 0 rows live) - not fabricated, left blank."
COMPLETED,57,Products,Sales,Master,Yes,vmumaterial,DeviantTaxClassificationCollection,https://my345654.sapbydesign.com/sap/byd/odata/cust/v1/vmumaterial/DeviantTaxClassificationCollection,4,12,vmumaterial__DeviantTaxClassificationCollection.json,product.template,product_template.csv,3058,14,CountryCode=IN; CountryCodeText=India; RegionCode=05; RegionCodeText=Ordino,"REAL DATA, FULL FIELD COVERAGE: all 15 real (non-empty) per-material entities in vmumaterial/vmumaterialvaluationdata checked (78 entity sets total exist; 172 distinct SAP fields across the 15 real ones) - MaterialCollection (base), TextCollection (detailed description, 2172/3058), PurchasingCollection/SalesCollection (UOM + purchase_ok/sale_ok), ProductCategoryCollection (category, 3058/3058 resolved), PlanningCollection (ProcurementTypeCode -> route_ids/id, real 107/93 Buy/Manufacture split), IdentificationCollection/LogisticsCollection/ValuationCollection/AvailabilityConfirmationCollection/PlanningForecastGroupCollection/QuantityConversionCollection/DeviantTaxClassificationCollection (extracted, no corresponding core Odoo product.template field - see SAP_Field_Mapping.xlsx sheet 57 for exactly which), vmumaterialvaluationdata (cost price, 994/3058). No barcode/weight/dimension data exists on this tenant (GlobalTradeItemNumberCollection and QuantityCharacteristicCollection both confirmed 0 rows live) - not fabricated, left blank."
COMPLETED,59,Pricelists,Sales,Master,Yes,khsalesarrangement,SalesArrangementCollection,https://my345654.sapbydesign.com/sap/byd/odata/cust/v1/khsalesarrangement/SalesArrangementCollection,35,23,khsalesarrangement__SalesArrangementCollection.json,product.pricelist,product_pricelist.csv,35,3,SalesOrganisationID=71000; DistributionChannelCode=01; DistributionChannelCodeText=Direct sales; LifeCycleStatusCode=2,"REAL DATA: khsalesarrangement custom service, 35 arrangements. partner_id/id NOT populated - CustomerUUID here is a hyphenated GUID that doesn't match res_partner's numeric-ID-based external IDs, and this tenant hasn't exposed a UUID->numeric-ID lookup"
COMPLETED,63,Sales Orders,Sales,Transaction,Yes,khsalesorder,SalesOrderCollection,https://my345654.sapbydesign.com/sap/byd/odata/cust/v1/khsalesorder/SalesOrderCollection,196,62,khsalesorder__SalesOrderCollection.json,sale.order,sale_order.csv + sale_order_line.csv,196,7,DataOriginTypeCode=1; DataOriginTypeCodeText=Manual data entry; SalesOrganisationID=71000; DistributionChannelCode=01,"REAL DATA: khsalesorder custom service, 196 orders, 263 lines. Partner resolved via BuyerPartyCollection (195/196 resolved)"
COMPLETED,63,Sales Orders,Sales,Transaction,Yes,khsalesorder,ItemCollection,https://my345654.sapbydesign.com/sap/byd/odata/cust/v1/khsalesorder/ItemCollection,263,30,khsalesorder__ItemCollection.json,sale.order,sale_order.csv + sale_order_line.csv,196,7,Description=PCBA YSD SBW ILLUMINATION  B...; ProcessingTypeCode=TAN; ProcessingTypeCodeText=Product - delivery-based; ProductAvailabilityConfirmationStatusCode=4,"REAL DATA: khsalesorder custom service, 196 orders, 263 lines. Partner resolved via BuyerPartyCollection (195/196 resolved)"
COMPLETED,63,Sales Orders,Sales,Transaction,Yes,khsalesorder,BuyerPartyCollection,https://my345654.sapbydesign.com/sap/byd/odata/cust/v1/khsalesorder/BuyerPartyCollection,1557,3,khsalesorder__BuyerPartyCollection.json,sale.order,sale_order.csv + sale_order_line.csv,196,7,PartyID=TEST-01J,"REAL DATA: khsalesorder custom service, 196 orders, 263 lines. Partner resolved via BuyerPartyCollection (195/196 resolved)"
COMPLETED,63,Sales Orders,Sales,Transaction,Yes,khsalesorder,ItemProductCollection,https://my345654.sapbydesign.com/sap/byd/odata/cust/v1/khsalesorder/ItemProductCollection,263,8,khsalesorder__ItemProductCollection.json,sale.order,sale_order.csv + sale_order_line.csv,196,7,ProductID=2; ProductTypeCode=1; ProductTypeCodeText=Material,"REAL DATA: khsalesorder custom service, 196 orders, 263 lines. Partner resolved via BuyerPartyCollection (195/196 resolved)"
COMPLETED,64,Deliveries,Sales,Transaction,Optional,khoutbounddelivery,OutboundDeliveryCollection,https://my345654.sapbydesign.com/sap/byd/odata/cust/v1/khoutbounddelivery/OutboundDeliveryCollection,130,22,khoutbounddelivery__OutboundDeliveryCollection.json,stock.picking,stock_picking_delivery.csv + stock_picking_delivery_line.csv,130,5,DataOriginTypeCode=1; DataOriginTypeCodeText=Manual Data Entry; DeliveryTypeCode=OB; DeliveryTypeCodeText=Standard,"REAL DATA: khoutbounddelivery custom service, 130 deliveries, 157 lines. Partner resolved via BuyerPartyCollection (121/130 resolved)"
COMPLETED,64,Deliveries,Sales,Transaction,Optional,khoutbounddelivery,ItemCollection,https://my345654.sapbydesign.com/sap/byd/odata/cust/v1/khoutbounddelivery/ItemCollection,157,8,khoutbounddelivery__ItemCollection.json,stock.picking,stock_picking_delivery.csv + stock_picking_delivery_line.csv,130,5,ProductID=1; CancellationStatusCode=1; CancellationStatusCodeText=Not Canceled,"REAL DATA: khoutbounddelivery custom service, 130 deliveries, 157 lines. Partner resolved via BuyerPartyCollection (121/130 resolved)"
COMPLETED,64,Deliveries,Sales,Transaction,Optional,khoutbounddelivery,BuyerPartyCollection,https://my345654.sapbydesign.com/sap/byd/odata/cust/v1/khoutbounddelivery/BuyerPartyCollection,520,3,khoutbounddelivery__BuyerPartyCollection.json,stock.picking,stock_picking_delivery.csv + stock_picking_delivery_line.csv,130,5,PartyID=C100000,"REAL DATA: khoutbounddelivery custom service, 130 deliveries, 157 lines. Partner resolved via BuyerPartyCollection (121/130 resolved)"
COMPLETED,65,Customer Invoices,Sales,Transaction,Optional,khcustomerinvoice,CustomerInvoiceCollection,https://my345654.sapbydesign.com/sap/byd/odata/cust/v1/khcustomerinvoice/CustomerInvoiceCollection,524,26,khcustomerinvoice__CustomerInvoiceCollection.json,account.move,account_move_customer_invoice.csv + account_move_customer_invoice_line.csv,524,7,Date=/Date(1548979200000)/; ReferenceBusinessTransactionDocumentID=8657-15-2018; ProcessingTypeCode=CI; ProcessingTypeCodeText=Invoice,"REAL DATA: khcustomerinvoice custom service, 524 invoices, 623 lines. Partner resolved via BuyerPartyCollection (513/524 resolved)"
COMPLETED,65,Customer Invoices,Sales,Transaction,Optional,khcustomerinvoice,ItemCollection,https://my345654.sapbydesign.com/sap/byd/odata/cust/v1/khcustomerinvoice/ItemCollection,623,22,khcustomerinvoice__ItemCollection.json,account.move,account_move_customer_invoice.csv + account_move_customer_invoice_line.csv,524,7,ProcessingTypeCode=CII; ProcessingTypeCodeText=Invoice Item; Description=Electrical goods; Quantity=1.00000000000000,"REAL DATA: khcustomerinvoice custom service, 524 invoices, 623 lines. Partner resolved via BuyerPartyCollection (513/524 resolved)"
COMPLETED,65,Customer Invoices,Sales,Transaction,Optional,khcustomerinvoice,BuyerPartyCollection,https://my345654.sapbydesign.com/sap/byd/odata/cust/v1/khcustomerinvoice/BuyerPartyCollection,3144,3,khcustomerinvoice__BuyerPartyCollection.json,account.move,account_move_customer_invoice.csv + account_move_customer_invoice_line.csv,524,7,PartyID=C100000,"REAL DATA: khcustomerinvoice custom service, 524 invoices, 623 lines. Partner resolved via BuyerPartyCollection (513/524 resolved)"
EXTRACTED - NOT USED,,(supporting data - feeds another object),,,,bpm_businesspartnerdata_analytics.svc,RPBPCSCARB_Q0001QueryResults,https://my345654.sapbydesign.com/sap/byd/odata/bpm_businesspartnerdata_analytics.svc/RPBPCSCARB_Q0001QueryResults,44,22,bpm_businesspartnerdata_analytics.svc__RPBPCSCARB_Q0001QueryResults.json,,,,,CBO_ROLE_CODE=CRM000; CDEFADDR_FORM_POSTAL_ADDR=Salcette 403722 / IN; CLIFE_CYCLE_STATUS=2; COUTPUT_COPY_NUMBER_VALUE=0,"Pulled from SAP and saved in output_raw/, but no transform currently reads it, so it produces no Odoo file. Kept because it is real data that may be useful later (verified against src/transform_odoo.py: this entity is referenced 0 times)."
EXTRACTED - NOT USED,,(supporting data - feeds another object),,,,bpm_businesspartnerdata_analytics.svc,RPBPCSCONTB_Q0001QueryResults,https://my345654.sapbydesign.com/sap/byd/odata/bpm_businesspartnerdata_analytics.svc/RPBPCSCONTB_Q0001QueryResults,43,32,bpm_businesspartnerdata_analytics.svc__RPBPCSCONTB_Q0001QueryResults.json,,,,,CBO_ROLE_CODE=CRM000; CBP_STATUS_CODE=2; CDEFADDR_FORM_POSTAL_ADDR=Salcette 403722 / IN; FK0COUNT=1,"Pulled from SAP and saved in output_raw/, but no transform currently reads it, so it produces no Odoo file. Kept because it is real data that may be useful later (verified against src/transform_odoo.py: this entity is referenced 0 times)."
EXTRACTED - NOT USED,,(supporting data - feeds another object),,,,bpm_businesspartnerdata_analytics.svc,RPBPCSRSPB_Q0001QueryResults,https://my345654.sapbydesign.com/sap/byd/odata/bpm_businesspartnerdata_analytics.svc/RPBPCSRSPB_Q0001QueryResults,44,17,bpm_businesspartnerdata_analytics.svc__RPBPCSRSPB_Q0001QueryResults.json,,,,,CBO_ROLE_CODE=CRM000; CDEFADDR_FORM_POSTAL_ADDR=Salcette 403722 / IN; CLIFE_CYCLE_STATUS=2; FK0COUNT=1,"Pulled from SAP and saved in output_raw/, but no transform currently reads it, so it produces no Odoo file. Kept because it is real data that may be useful later (verified against src/transform_odoo.py: this entity is referenced 0 times)."
EXTRACTED - NOT USED,,(supporting data - feeds another object),,,,bpm_businesspartnerdata_analytics.svc,RPBPCSRSPEMPTERM_Q0001QueryResults,https://my345654.sapbydesign.com/sap/byd/odata/bpm_businesspartnerdata_analytics.svc/RPBPCSRSPEMPTERM_Q0001QueryResults,7,10,bpm_businesspartnerdata_analytics.svc__RPBPCSRSPEMPTERM_Q0001QueryResults.json,,,,,CACCOUNT_INTERNAL_ID=2000000068; FCCOUNT=1; KCCOUNT=1,"Pulled from SAP and saved in output_raw/, but no transform currently reads it, so it produces no Odoo file. Kept because it is real data that may be useful later (verified against src/transform_odoo.py: this entity is referenced 0 times)."
PENDING - no SAP source found yet,1,Chart of Accounts,Accounts,Master,Yes,,,,0,0,,account.account,,0,0,,Data source confirmed to exist: 'G/L Account Master Data' (FINGLAU17); real OData service name not yet found
PENDING - no SAP source found yet,2,Taxes,Accounts,Master,Yes,,,,0,0,,account.tax,,0,0,,No matching data source found in the Design Data Sources catalog - may need a different search term or doesn't exist as a standalone report
PENDING - no SAP source found yet,3,Fiscal Positions,Accounts,Master,Optional,,,,0,0,,account.fiscal.position,,0,0,,No matching data source found
PENDING - no SAP source found yet,7,Analytic Accounts,Accounts,Master,Optional,,,,0,0,,account.analytic.account,,0,0,,
PENDING - no SAP source found yet,8,Open Customer Invoices,Accounts,Transaction,Yes,,,,0,0,,account.move,,0,0,,"INVESTIGATED: khcustomerinvoice's CustomerInvoiceCollection has NO payment-status field at all (only ReleaseStatusCode/ApprovalStatusCode/ConsistencyStatusCode, none of which indicate paid/unpaid). Tested joining khpayment's PaymentCollection.DocumentID against invoice IDs to derive payment status - only 37/524 (7%) overlapped, which is coincidental sequential-number collision, not a real link. Cannot be built from currently-available data; would need a different entity (e.g. a dunning/open-item report) not yet found"
PENDING - no SAP source found yet,13,Journal Entries,Accounts,Transaction,Optional,,,,0,0,,account.move,,0,0,,"Data source confirmed: 'Journal Entry Item' (FINACCDIB), 'Journal Entry Voucher' (FINACCENB)"
PENDING - no SAP source found yet,14,Fixed Assets,Accounts,Transaction,Optional,,,,0,0,,account.asset,,0,0,,"Data source confirmed: 'Fixed Asset' (FINFXASSB), 'Fixed Assets Master Data' (FINFXAU04)"
PENDING - no SAP source found yet,15,Asset Depreciation,Accounts,Transaction,Optional,,,,0,0,,account.asset.depreciation.line,,0,0,,Data source confirmed: 'Fixed Assets Values' (FINFXAU01)
PENDING - no SAP source found yet,16,Attachments/Documents,Common,Master,Optional,,,,0,0,,ir.attachment,,0,0,,"SAP attachments are typically binary content on GOS/DMS - needs a per-record download pass, not a flat OData select"
PENDING - no SAP source found yet,19,Activities,CRM,Master,Optional,,,,0,0,,mail.activity,,0,0,,
PENDING - no SAP source found yet,30,Lot/Serial Numbers,Inventory,Master,Optional,,,,0,0,,stock.lot,,0,0,,"Data source confirmed: 'Serial Inventory' (SERIAL_INV), 'Batch Transaction' (SCMBATU01)"
PENDING - no SAP source found yet,31,Inventory Adjustments,Inventory,Transaction,Optional,,,,0,0,,stock.quant,,0,0,,Data source confirmed: 'Inventory Balance' (SCMINBU03)
PENDING - no SAP source found yet,32,Stock Transfers,Inventory,Transaction,Optional,,,,0,0,,stock.picking,,0,0,,
PENDING - no SAP source found yet,33,Stock Moves History,Inventory,Transaction,Optional,,,,0,0,,stock.move,,0,0,,
PENDING - no SAP source found yet,40,BOMs,Manufacturing,Master,Yes,,,,0,0,,mrp.bom,,0,0,,"Data source confirmed: 'Bill Of Operation Element Details' (SCMBOOELEMENTU01), several 'PBOM Mass Maintenance' sources - ByDesign does support this, scope confirmed real"
PENDING - no SAP source found yet,41,Routings,Manufacturing,Master,Optional,,,,0,0,,mrp.routing.workcenter,,0,0,,Data source confirmed: 'Released Execution Production Model Operation' (SCM_REPM_OPER)
PENDING - no SAP source found yet,43,Operations,Manufacturing,Master,Optional,,,,0,0,,mrp.routing.workcenter,,0,0,,
PENDING - no SAP source found yet,45,Production History,Manufacturing,Transaction,Optional,,,,0,0,,mrp.production,,0,0,,
PENDING - no SAP source found yet,47,Vendor Pricelists,Purchase,Master,Optional,,,,0,0,,product.supplierinfo,,0,0,,
PENDING - no SAP source found yet,48,Purchase Requisitions,Purchase,Transaction,Optional,,,,0,0,,purchase.requisition,,0,0,,No matching data source found
PENDING - no SAP source found yet,49,RFQs,Purchase,Transaction,Optional,,,,0,0,,purchase.order,,0,0,,Filter: purchase.order in draft/sent state
PENDING - no SAP source found yet,52,Vendor Credit Notes,Purchase,Transaction,Optional,,,,0,0,,account.move,,0,0,,
PENDING - no SAP source found yet,60,Discount Rules,Sales,Master,Optional,,,,0,0,,product.pricelist.item,,0,0,,khsalesarrangement (#59's source) is header-only - no discount-rule line items found in it; would need a different/deeper entity not yet investigated
PENDING - no SAP source found yet,61,Customer Price Lists,Sales,Master,Optional,,,,0,0,,product.pricelist,,0,0,,"Same source as #59 but without a working partner link (see #59's note), so this isn't meaningfully 'by customer' yet - left pending until the UUID->partner mapping is solved"
PENDING - no SAP source found yet,62,Quotations,Sales,Transaction,Optional,,,,0,0,,sale.order,,0,0,,"khcustomerquote custom service is imported and live (metadata confirmed, CustomerQuoteCollection has real fields) but data reads are blocked by SAP authorization restrictions for the SDK user (RBAM_ERROR) - needs broader permissions granted on this tenant before it can be extracted"
PENDING - no SAP source found yet,66,Credit Notes,Sales,Transaction,Optional,,,,0,0,,account.move,,0,0,,
PENDING - no SAP source found yet,(added),Currency Exchange Rates,Common,Master,Optional,,,,0,0,,res.currency.rate,,0,0,,"Odoo ships currencies/countries out of the box, but NOT historical FX rates - needed for FY20-21 through FY25-26 transactional data to post at the right value"
NOT APPLICABLE - no such module in ByDesign,23,Engineering Items,Engineering,Master,Optional,,,,0,0,,product.template,,0,0,,PLM engineering items are not part of standard ByDesign; confirm source system with user
NOT APPLICABLE - no such module in ByDesign,24,Document Revisions,Engineering,Master,Optional,,,,0,0,,product.document,,0,0,,
NOT APPLICABLE - no such module in ByDesign,25,ECO,Engineering,Master,Optional,,,,0,0,,mrp.eco,,0,0,,Engineering Change Orders require the PLM module - not standard in ByDesign
NOT APPLICABLE - no such module in ByDesign,26,Drawings,Engineering,Master,Optional,,,,0,0,,ir.attachment,,0,0,,
NOT APPLICABLE - no such module in ByDesign,34,Equipment,Maintenance,Master,Yes,,,,0,0,,maintenance.equipment,,0,0,,"MANDATORY - investigated twice. (1) Zero matches for 'equipment' across the tenant's 573-entry Design Data Sources catalog. (2) User imported+tested tmserviceorder/tmserviceconfirmation/tmservicerequest (Service Order/Confirmation/Request custom services) as a possible alternate path: their metadata confirms NO standalone Equipment entity exists in any of them - ReferenceObjectCollection only carries ProductID(+SerialID), i.e. ByDesign models 'equipment' as a serialized Product instance, not separate master data. tmserviceorder/tmservicerequest data access is additionally blocked by SAP authorization restrictions for the SDK user (metadata visible, data reads return RBAM_ERROR); tmserviceconfirmation is accessible but has 0 rows on this tenant. CONCLUSION: standard ByDesign has no Equipment master data object - if this data is needed, it must come from a different source system or be confirmed out of scope with Danlaw/the client."
NOT APPLICABLE - no such module in ByDesign,35,Maintenance Teams,Maintenance,Master,Optional,,,,0,0,,maintenance.team,,0,0,,
NOT APPLICABLE - no such module in ByDesign,36,Maintenance Checklists,Maintenance,Master,Optional,,,,0,0,,maintenance.checklist,,0,0,,
NOT APPLICABLE - no such module in ByDesign,37,Preventive Maintenance Schedule,Maintenance,Transaction,Optional,,,,0,0,,maintenance.request,,0,0,,
NOT APPLICABLE - no such module in ByDesign,38,Maintenance Requests,Maintenance,Transaction,Optional,,,,0,0,,maintenance.request,,0,0,,
NOT APPLICABLE - no such module in ByDesign,39,Maintenance History,Maintenance,Transaction,Optional,,,,0,0,,maintenance.request,,0,0,,
NOT APPLICABLE - no such module in ByDesign,53,Quality Teams,Quality,Master,Optional,,,,0,0,,quality.alert.team,,0,0,,QM module is not part of standard ByDesign; confirmed by cross-checking the tenant's full 573-entry Design Data Sources catalog - zero matches for 'quality'. Confirm true source system with user
NOT APPLICABLE - no such module in ByDesign,54,Quality Points,Quality,Master,Optional,,,,0,0,,quality.point,,0,0,,
NOT APPLICABLE - no such module in ByDesign,55,Quality Checks,Quality,Transaction,Optional,,,,0,0,,quality.check,,0,0,,
NOT APPLICABLE - no such module in ByDesign,56,Inspection Results,Quality,Transaction,Optional,,,,0,0,,quality.check,,0,0,,
